Designator,Mid X,Mid Y,Rotation,Layer
J1,256.95,-72.7,0.0,top
J2,202.0,-88.6,0.0,top
J3,193.2,-72.7,0.0,top
J4,198.2,-77.8,0.0,top
J5,211.775,-99.775,270.0,top
J6,227.0,-101.0,0.0,top
R1,203.5,-81.2,270.0,top
